,VC,Size,Internal Weight,External Weight,Quality,P-value,Min Dist,Max Dist,Total Dist,Below Thres,Taxon Prediction Score,Avg Dist,Genera,Families,Orders,Members
171,VC_25_14,1,0,9355.282273664514,0.0,0.0,0,0,1,1,1,0,1,1,1,Synechococcus~phage~ACG-2014h
172,VC_25_15,2,300.0,17387.418547325815,0.016961208850081597,0.05586631274609719,8.306623862918075,8.306623862918075,1,1,1.0,8.306623862918075,1,1,1,"Synechococcus~phage~S-CAM1,Synechococcus~phage~S-CAM3"
173,VC_25_16,1,0,8786.316605810278,0.0,0.0,0,0,1,1,1,0,1,1,1,Cyanophage~S-RIM32
174,VC_25_17,1,0,9238.656450532697,0.0,0.0,0,0,1,1,1,0,1,1,1,Prochlorococcus~phage~Syn1
175,VC_25_18,1,0,6896.114016581278,0.0,0.0,0,0,1,1,1,0,1,1,1,Synechococcus~phage~S-PM2
176,VC_25_19,1,0,7506.474572585829,0.0,0.0,0,0,1,1,1,0,1,1,1,Prochlorococcus~phage~P-TIM68
177,VC_25_2,1,0,11425.65262964808,0.0,0.0,0,0,1,1,1,0,1,1,1,Synechococcus~phage~Syn19
178,VC_25_20,1,0,7773.611969764456,0.0,0.0,0,0,1,1,1,0,1,1,1,Synechococcus~phage~S-SSM7
179,VC_25_21,1,0,7704.878505936764,0.0,0.0,0,0,1,1,1,0,1,1,1,Prochlorococcus~phage~P-SSM2
180,VC_25_22,1,0,10152.226291320007,0.0,0.0,0,0,1,1,1,0,1,1,1,Cyanophage~P-TIM40
181,VC_25_23,1,0,7169.956896029272,0.0,0.0,0,0,1,1,1,0,1,1,1,Synechococcus~phage~ACG-2014f
182,VC_25_24,1,0,5573.588007401351,0.0,0.0,0,0,1,1,1,0,1,1,1,Synechococcus~phage~S-CAM7
183,VC_25_25,1,0,8747.088852283154,0.0,0.0,0,0,1,1,1,0,1,1,1,Synechococcus~phage~S-CAM9
184,VC_25_26,1,0,9128.635859329679,0.0,0.0,0,0,1,1,1,0,1,1,1,Synechococcus~phage~S-SM2
185,VC_25_27,1,0,7968.352170918246,0.0,0.0,0,0,1,1,1,0,1,1,1,Synechococcus~phage~S-SKS1
186,VC_25_28,1,0,9884.07004678306,0.0,0.0,0,0,1,1,1,0,1,1,1,Synechococcus~phage~S-WAM1
187,VC_25_29,2,300.0,19812.254219398194,0.014916279235902415,0.05775531108947406,5.656854249492381,5.656854249492381,1,1,1.0,5.656854249492381,1,1,1,"Prochlorococcus~phage~P-SSM3,Prochlorococcus~phage~P-SSM4"
188,VC_25_3,2,300.0,22130.890407372102,0.013374413344795374,0.10386192184480575,7.937253933193772,7.937253933193772,1,1,1.0,7.937253933193772,1,1,1,"Cyanophage~S-RIM50,Synechococcus~phage~S-RIM8~A.HR1"
189,VC_25_30,2,300.0,20583.485506529076,0.014365418067123282,0.0700974346574563,6.4031242374328485,6.4031242374328485,1,1,1.0,6.4031242374328485,1,1,1,"Cyanophage~P-RSM1,Synechococcus~phage~metaG-MbCM1"
190,VC_25_31,1,0,11032.77208656326,0.0,0.0,0,0,1,1,1,0,1,1,1,Prochlorococcus~phage~P-RSM4
191,VC_25_32,1,0,10554.44097866513,0.0,0.0,0,0,1,1,1,0,1,1,1,Prochlorococcus~phage~P-SSM7
192,VC_25_33,2,300.0,22262.523090433417,0.013296385284463199,0.11743715967693441,8.888194417315589,8.888194417315589,1,1,1.0,8.888194417315589,1,1,1,"Cyanophage~Syn30,Synechococcus~phage~S-SM1"
193,VC_25_4,2,300.0,22241.456430385904,0.013308811741001781,0.11244924044880733,8.306623862918075,8.306623862918075,1,1,1.0,8.306623862918075,1,1,1,"Synechococcus~phage~S-CAM22,Synechococcus~phage~S-IOM18"
194,VC_25_5,1,0,11210.426826357185,0.0,0.0,0,0,1,1,1,0,1,1,1,Synechococcus~phage~syn9
195,VC_25_6,7,6300.0,67355.6090215804,0.08553320084766605,6.358205100152566e-10,5.5677643628300215,10.198039027185569,21,16,0.7619047619047619,8.231935521165635,1,1,1,"Prochlorococcus~phage~Syn33,Synechococcus~phage~ACG-2014b,Synechococcus~phage~ACG-2014c,Synechococcus~phage~ACG-2014g,Synechococcus~phage~S-CAM8,Synechococcus~phage~S-MbCM100,Synechococcus~phage~S-RIM2~R1_1999"
196,VC_25_7,1,0,11171.344033167086,0.0,0.0,0,0,1,1,1,0,1,1,1,Synechococcus~phage~S-ShM2
197,VC_25_8,1,0,11458.399407478946,0.0,0.0,0,0,1,1,1,0,1,1,1,Synechococcus~phage~ACG-2014d
198,VC_25_9,1,0,11307.293374107216,0.0,0.0,0,0,1,1,1,0,1,1,1,Synechococcus~phage~S-SSM4
199,VC_261_0,3,530.3946745132257,15.493507834838837,0.9716177995130878,0.014092901073953692,2.6457513110645907,5.0,3,3,1.0,4.039295755354723,1,1,1,"Sulfitobacter~phage~NYA-2014a,Sulfitobacter~phage~pCB2047-A,Sulfitobacter~phage~pCB2047-C"
200,VC_262_0,5,741.8334531534614,828.6204831285094,0.4723688075243661,7.319580895921613e-08,5.0990195135927845,8.426149773176359,10,10,1.0,7.1202939511684535,2,1,1,"Burkholderia~phage~Bcep176,Burkholderia~phage~KS9,Burkholderia~virus~phi1026b,Burkholderia~virus~phi6442,Burkholderia~virus~phiE125"
201,VC_265_0,2,62.78477974198668,238.92533411026824,0.20809637085196253,0.05994557235603919,6.782329983125268,6.782329983125268,1,1,1.0,6.782329983125268,1,1,1,"Klebsiella~phage~phiKO2,Yersinia~phage~PY54"
202,VC_266_0,18,42279.68398070454,6065.435487691637,0.8745388251309071,2.3851448301180486e-43,1.0,4.358898943540674,153,153,1.0,2.8900613086033364,1,1,1,"Pseudomonas~phage~14-1,Pseudomonas~phage~DL60,Pseudomonas~phage~DL68,Pseudomonas~phage~F8,Pseudomonas~phage~JG024,Pseudomonas~phage~KPP12,Pseudomonas~phage~LBL3,Pseudomonas~phage~LMA2,Pseudomonas~phage~NH-4,Pseudomonas~phage~PA5,Pseudomonas~phage~PB1,Pseudomonas~phage~SN,Pseudomonas~phage~phiKTN6,Pseudomonas~phage~vB_PaeM_CEB_DP1,Pseudomonas~phage~vB_PaeM_E215,Pseudomonas~phage~vB_PaeM_E217,Pseudomonas~phage~vB_PaeM_PAO1_Ab27,Pseudomonas~phage~vB_Pae_PS44"
203,VC_268_0,3,494.9826304292842,392.60890129411365,0.5576693926633098,0.001767094326642809,1.4142135623730951,2.0,3,3,1.0,1.6094757082487299,1,1,1,"Escherichia~phage~D108,Escherichia~virus~Mu,Shigella~phage~SfMu"
204,VC_269_0,5,1243.6180836130382,2819.7895579714927,0.306052996230545,7.566227132989068e-08,3.4641016151377544,5.830951894845301,10,10,1.0,4.477045340194193,2,1,1,"Pseudomonas~phage~B3,Pseudomonas~phage~JBD18,Pseudomonas~phage~JBD25,Pseudomonas~phage~JBD67,Pseudomonas~phage~vB_PaeS_PM105"
205,VC_26_0,2,300.0,12531.026472189551,0.023380826206713178,0.11006602186839021,7.3484692283495345,7.3484692283495345,1,1,1.0,7.3484692283495345,1,1,1,"Erwinia~phage~phiEa2809,Serratia~phage~phiMAM1"
206,VC_26_1,21,63000.0,15288.554286930197,0.8047153325772611,3.562550854320259e-59,2.8284271247461903,9.486832980505138,210,172,0.819047619047619,7.532347428080658,5,1,1,"Dickeya~phage~RC-2014,Dickeya~virus~Limestone,Escherichia~phage~ECML-4,Escherichia~phage~PhaxI,Escherichia~virus~CBA120,Klebsiella~virus~0507KN21,Salmonella~phage~38,Salmonella~phage~Det7,Salmonella~phage~GG32,Salmonella~phage~Marshall,Salmonella~phage~Maynard,Salmonella~phage~SFP10,Salmonella~phage~SKML-39,Salmonella~phage~STML-13-1,Salmonella~phage~Sh19,Salmonella~phage~vB_SalM_PM10,Salmonella~phage~vB_SalM_SJ2,Salmonella~phage~vB_SalM_SJ3,Salmonella~virus~ViI,Serratia~phage~vB_Sru_IME250,Shigella~phage~Ag3"
207,VC_270_0,19,25041.21720456754,4906.3293421195385,0.8361692389568288,1.2151440026249952e-77,1.7320508075688772,4.795831523312719,171,171,1.0,3.4921181461565296,2,1,1,"Pseudomonas~phage~H70,Pseudomonas~phage~JBD24,Pseudomonas~phage~JBD30,Pseudomonas~phage~JBD5,Pseudomonas~phage~JBD69,Pseudomonas~phage~JBD88a,Pseudomonas~phage~JBD93,Pseudomonas~phage~JD024,Pseudomonas~phage~MP42,Pseudomonas~phage~MP48,Pseudomonas~phage~vB_PaeS_PAO1_Ab30,Pseudomonas~virus~D3112,Pseudomonas~virus~DMS3,Pseudomonas~virus~FHA0480,Pseudomonas~virus~LPB1,Pseudomonas~virus~MP22,Pseudomonas~virus~MP29,Pseudomonas~virus~MP38,Pseudomonas~virus~PA1KOR"
208,VC_271_0,2,190.3228798812244,143.57078520118296,0.570010454778324,0.0691430706627008,0.0,0.0,1,1,1.0,0.0,1,1,1,"Rhodobacter~phage~RC1,Rhodovulum~phage~RS1"
209,VC_272_0,3,129.26210118430174,316.82800049466806,0.28976679979625647,0.002838994198819323,1.7320508075688772,4.69041575982343,3,3,1.0,3.5937885036443276,1,1,1,"contigs_cluasted2200;size=1,contigs_cluasted2605;size=1,contigs_cluasted529;size=1"
210,VC_273_0,4,895.7704378771891,314.9833035611735,0.739845277548367,3.820117382402793e-05,4.47213595499958,6.4031242374328485,6,6,1.0,5.601318872611106,1,1,1,"Burkholderia~virus~Bcep22,Burkholderia~virus~Bcepil02,Burkholderia~virus~Bcepmigl,Burkholderia~virus~DC1"
211,VC_274_0,5,89.4403809029304,3.450683300058534,0.9628523655136734,0.024745615685655732,4.123105625617661,6.4031242374328485,10,10,1.0,5.285217649697602,1,1,1,"contigs_cluasted1045;size=1,contigs_cluasted184;size=1,contigs_cluasted661;size=2,contigs_cluasted785;size=1,contigs_cluasted808;size=1"
212,VC_275_0,6,4500.0,854.7925179022619,0.8403686949504577,4.774019824237263e-08,2.449489742783178,5.744562646538029,15,15,1.0,4.255037319195081,2,1,1,"Campylobacter~phage~CP30A,Campylobacter~phage~PC14,Campylobacter~phage~vB_CjeM_Los1,Campylobacter~virus~CP81,Campylobacter~virus~CPX,Campylobacter~virus~NCTC12673"
213,VC_276_0,4,1800.0,854.7925179022619,0.6780190873154587,9.897450087091541e-05,5.0,5.916079783099616,6,6,1.0,5.5448745318130435,1,1,1,"Campylobacter~virus~CP21,Campylobacter~virus~CP220,Campylobacter~virus~CPt10,Campylobacter~virus~IBB35"
214,VC_277_0,4,425.684856254292,292.70711784084074,0.5925523552660414,4.3725498526564396e-05,4.123105625617661,7.681145747868608,6,6,1.0,6.6548758068889,1,3,2,"Citrobacter~phage~CVT22,Pseudomonas~phage~O4,Pseudomonas~phage~PA11,Salinivibrio~phage~CW02"
215,VC_278_0,2,58.243499862869854,57.01510998881037,0.5053288421387357,0.06810486923026161,3.872983346207417,3.872983346207417,1,1,1.0,3.872983346207417,1,1,1,"Celeribacter~phage~P12053L,Roseobacter~virus~SIO1"
216,VC_279_0,2,4.820182617773456,1.8393374588005167,0.7238033014915433,0.5,7.211102550927978,7.211102550927978,1,1,1.0,7.211102550927978,1,1,1,"Puniceispirillum~phage~HMO-2011,Vibrio~phage~CHOED"
217,VC_27_0,2,279.1272485058729,1035.520762070356,0.21232089978482335,0.04423562830421305,5.5677643628300215,5.5677643628300215,1,1,1.0,5.5677643628300215,1,1,1,"Rhizobium~phage~vB_RleM_P10VF,Sinorhizobium~phage~phiM9"
218,VC_280_0,2,155.34720429183457,79.50588731064387,0.6614654430642171,0.06144227216304071,3.0,3.0,1,1,1.0,3.0,1,1,1,"Vibrio~phage~ICP2,Vibrio~phage~ICP2_2013_A_Haiti"
219,VC_281_0,4,1174.6752026797235,106.0816310538229,0.9171726995634422,0.0002657865800828,6.928203230275509,7.280109889280518,6,6,1.0,7.081507888217061,1,1,1,"Cellulophaga~phage~phi13:2,Cellulophaga~phage~phi18:3,Cellulophaga~phage~phi19:3,Cellulophaga~phage~phi46:3"
220,VC_282_0,2,89.71823193240972,88.88499419473486,0.5023326502990536,0.07736446174268927,7.874007874011811,7.874007874011811,1,1,1.0,7.874007874011811,1,1,1,"Cellulophaga~phage~phi10:1,Cellulophaga~phage~phi19:1"
221,VC_283_0,2,300.0,38.397964920245236,0.8865301541358412,0.06623178340397563,3.1622776601683795,3.1622776601683795,1,1,1.0,3.1622776601683795,1,1,1,"Cellulophaga~phage~phi17:2,Cellulophaga~phage~phi4:1"
222,VC_284_0,3,497.22548802385313,0,1.0,0.0,2.449489742783178,3.7416573867739413,3,3,1.0,3.1178082632418325,1,1,1,"Cellulophaga~phage~phi12:1,Cellulophaga~phage~phi17:1,Cellulophaga~phage~phi18:1"
223,VC_285_0,2,47.777465315842456,0,1.0,0.0,0.0,0.0,1,1,1.0,0.0,1,1,1,"Cellulophaga~phage~phi12:2,Cellulophaga~phage~phi12a:1"
224,VC_286_0,4,732.4316247041306,190.23000834117428,0.7938247332195794,6.30105628621078e-05,6.324555320336759,8.246211251235321,6,6,1.0,7.30268472264203,1,1,1,"contigs_cluasted127;size=1,contigs_cluasted53;size=1,contigs_cluasted61;size=1,contigs_cluasted83;size=1"
225,VC_287_0,5,2364.913740121624,7.859682169181638,0.9966875547006112,0.0013002336045182536,0.0,3.7416573867739413,10,10,1.0,2.2711805140826957,1,1,1,"Flavobacterium~phage~FpV4,Flavobacterium~phage~Fpv1,Flavobacterium~phage~Fpv2,Flavobacterium~phage~Fpv20,Flavobacterium~phage~Fpv3"
226,VC_288_0,2,100.94031021322745,302.43798996459566,0.2502373334627308,0.36183680491588155,7.3484692283495345,7.3484692283495345,1,1,1.0,7.3484692283495345,1,1,1,"contigs_cluasted320;size=1,contigs_cluasted98;size=1"
227,VC_288_1,2,209.63865282282788,414.81021016734627,0.3357178870003429,0.2790923247113286,5.385164807134504,5.385164807134504,1,1,1.0,5.385164807134504,1,1,1,"contigs_cluasted146;size=1,contigs_cluasted228;size=1"
228,VC_288_2,1,0,713.5311932477945,0.0,0.0,0,0,1,1,1,0,1,1,1,contigs_cluasted27;size=2
229,VC_289_0,7,658.3612916446862,284.7519189430769,0.698072388610043,1.3979576847187321e-08,2.6457513110645907,6.324555320336759,21,21,1.0,4.906499490125747,1,1,1,"contigs_cluasted1369;size=1,contigs_cluasted1512;size=2,contigs_cluasted1907;size=1,contigs_cluasted2599;size=1,contigs_cluasted493;size=1,contigs_cluasted684;size=2,contigs_cluasted911;size=3"
230,VC_28_0,9,6280.923630875755,1436.5248538148921,0.8138601304997924,3.7322440569028984e-18,1.7320508075688772,7.937253933193772,36,36,1.0,6.227483717833943,2,1,1,"Acinetobacter~phage~AB1,Acinetobacter~phage~AP22,Acinetobacter~phage~AbP2,Acinetobacter~phage~IME-AB2,Acinetobacter~phage~LZ35,Acinetobacter~phage~WCHABP1,Acinetobacter~phage~WCHABP12,Acinetobacter~phage~YMC-13-01-C62,Acinetobacter~phage~YMC11/12/R2315"
231,VC_290_0,2,198.9671531991314,96.1612456865763,0.6741714926464397,0.07500776063709283,2.8284271247461903,2.8284271247461903,1,1,1.0,2.8284271247461903,1,1,1,"Flavobacterium~phage~FCL-2,Flavobacterium~phage~FCV-1"
232,VC_291_0,3,452.03819254677154,545.9248913933878,0.45296083574758467,0.002995340656356069,6.164414002968976,8.366600265340756,3,3,1.0,7.592408506515018,1,1,1,"contigs_cluasted51;size=1,contigs_cluasted54;size=1,contigs_cluasted55;size=1"
233,VC_291_1,1,0,587.6712397398712,0.0,0.0,0,0,1,1,1,0,1,1,1,contigs_cluasted48;size=1
234,VC_292_0,7,384.8076647006461,564.4635741350394,0.40537166718821716,5.691303464994714e-14,0.0,2.6457513110645907,21,21,1.0,1.9173213830980909,1,1,1,"contigs_cluasted6420;size=1,contigs_cluasted6426;size=1,contigs_cluasted7229;size=2,contigs_cluasted7355;size=1,contigs_cluasted8119;size=2,contigs_cluasted8232;size=4,contigs_cluasted8736;size=2"
235,VC_293_0,60,115516.06443208925,7806.791981154855,0.9366963091173061,0.0,1.4142135623730951,8.18535277187245,1770,1770,1.0,6.151054501484188,4,1,1,"Citrobacter~phage~CR44b,Citrobacter~phage~CR8,Citrobacter~phage~SH1,Citrobacter~phage~SH2,Citrobacter~phage~SH3,Citrobacter~phage~SH4,Citrobacter~phage~phiCFP-1,Cronobacter~phage~Dev2,Delftia~phage~IME-DE1,Enterobacter~phage~E-2,Enterobacter~phage~E-3,Enterobacter~phage~phiEap-1,Enterobacteria~phage~13a,Enterobacteria~phage~285P,Enterobacteria~phage~BA14,Enterobacteria~phage~EcoDS1,Enterobacteria~phage~K1F,Enterobacteria~phage~T3,Enterobacteria~phage~T7,Erwinia~phage~FE44,Erwinia~phage~vB_EamP-L1,Escherichia~phage~64795_ec1,Escherichia~phage~CICC~80001,Escherichia~phage~K30,Escherichia~phage~LM33_P1,Escherichia~phage~P483,Escherichia~phage~P694,Escherichia~phage~PE3-1,Escherichia~phage~vB_EcoP_GA2A,Klebsiella~phage~K11,Klebsiella~phage~K5,Klebsiella~phage~KP32,Klebsiella~phage~vB_Kp1,Klebsiella~phage~vB_KpnP_KpV289,Kluyvera~phage~Kvp1,Morganella~phage~MmP1,Morganella~phage~vB_MmoP_MP2,Pseudomonad~phage~gh-1,Pseudomonas~phage~PPPL-1,Pseudomonas~phage~PPpW-4,Pseudomonas~phage~Pf-10,Pseudomonas~phage~Phi-S1,Pseudomonas~phage~phi15,Pseudomonas~phage~phiIBB-PF7A,Pseudomonas~phage~phiPSA2,Ralstonia~phage~RSB2,Salmonella~phage~BP12A,Salmonella~phage~Vi06,Salmonella~phage~phiSG-JL2,Stenotrophomonas~phage~IME15,Vibrio~phage~ICP3,Vibrio~phage~N4,Vibriophage~VP4,Yersinia~phage~Berlin,Yersinia~phage~Yep-phi,Yersinia~phage~Yepe2,Yersinia~phage~phiA1122,Yersinia~phage~phiYeO3-12,Yersinia~phage~vB_YenP_AP10,Yersinia~phage~vB_YenP_AP5"
236,VC_294_0,19,7474.4993502680945,731.2355451189466,0.9108872569682919,1.2718399226869137e-49,2.449489742783178,8.54400374531753,171,171,1.0,6.9344127835786535,1,1,1,"Cyanophage~9515-10a,Cyanophage~KBS-P-1A,Cyanophage~NATL1A-7,Cyanophage~NATL2A-133,Cyanophage~P-SSP2,Cyanophage~SS120-1,Prochlorococcus~phage~P-GSP1,Prochlorococcus~phage~P-SSP10,Prochlorococcus~phage~P-SSP3,Prochlorococcus~virus~PSSP7,Synechococcus~phage~S-CBP1,Synechococcus~phage~S-CBP2,Synechococcus~phage~S-CBP3,Synechococcus~phage~S-CBP4,Synechococcus~phage~S-CBP42,Synechococcus~phage~S-RIP1,Synechococcus~phage~S-RIP2,Synechococcus~virus~P60,Synechococcus~virus~Syn5"
237,VC_295_0,7,909.1944803767968,4148.4755526502895,0.17976547984341937,5.884339767746436e-15,1.4142135623730951,7.483314773547883,21,21,1.0,5.92300694501824,1,1,1,"contigs_cluasted2166;size=1,contigs_cluasted380;size=1,contigs_cluasted427;size=1,contigs_cluasted449;size=1,contigs_cluasted500;size=1,contigs_cluasted772;size=1,contigs_cluasted964;size=1"
238,VC_296_0,3,220.9016143909217,2932.671891523433,0.07004803090101842,0.001500706830552158,3.1622776601683795,5.744562646538029,3,3,1.0,4.700997576471013,1,1,1,"contigs_cluasted2552;size=1,contigs_cluasted352;size=1,contigs_cluasted403;size=1"
239,VC_297_0,12,8863.202031162637,1096.8681029346455,0.8898734558926819,1.4900062623928143e-30,2.8284271247461903,7.3484692283495345,66,66,1.0,5.466118499761103,5,1,1,"Pseudomonas~phage~Bjorn,Pseudomonas~phage~DL54,Pseudomonas~phage~NV1,Pseudomonas~phage~PhiCHU,Pseudomonas~phage~TL,Pseudomonas~phage~UFV-P2,Pseudomonas~phage~phiIBB-PAA2,Pseudomonas~phage~tf,Pseudomonas~phage~vB_PaeP_C2-10_Ab22,Pseudomonas~phage~vB_PaeP_p2-10_Or1,Pseudomonas~virus~LUZ24,Pseudomonas~virus~PaP3"
240,VC_298_0,3,900.0,9272.531214597377,0.08847355500944723,0.0017650053908738691,1.0,2.6457513110645907,3,3,1.0,2.031747017949256,1,1,1,"Erwinia~phage~phiEa104,Erwinia~phage~phiEa21-4,Erwinia~phage~vB_Eam-MM7"
241,VC_299_0,2,300.0,468.0748007761379,0.39058695806300464,0.04986982231643838,7.615773105863909,7.615773105863909,1,1,1.0,7.615773105863909,1,1,1,"Shewanella~sp.~phage~1/4,Shewanella~sp.~phage~1/40"
242,VC_29_0,2,74.97039650513743,236.94036843154242,0.24035847727268073,0.049460545219866356,4.358898943540674,4.358898943540674,1,1,1.0,4.358898943540674,1,1,1,"contigs_cluasted1196;size=1,contigs_cluasted495;size=1"
243,VC_2_0,5,2339.3417040897616,2342.749293034947,0.4996361039386805,6.688281518855981e-08,3.1622776601683795,4.358898943540674,10,10,1.0,3.745950899267733,1,1,1,"Pseudomonas~phage~LKO4,Pseudomonas~phage~MP1412,Pseudomonas~phage~PAE1,Pseudomonas~virus~M6,Pseudomonas~virus~Yua"
244,VC_300_0,2,70.2349341930634,30.525920342016974,0.6970458370677153,0.12078329348448641,4.58257569495584,4.58257569495584,1,1,1.0,4.58257569495584,1,1,1,"contigs_cluasted705;size=1,contigs_cluasted758;size=1"
245,VC_301_0,3,453.92932383076425,506.4688134997942,0.4726470264639078,0.0017733246233385294,3.0,3.7416573867739413,3,3,1.0,3.3527607257097802,1,1,1,"Clostridium~phage~phiCD111,Clostridium~phage~phiCD146,Clostridium~phage~phiCD38-2"
246,VC_302_0,2,122.52577166753264,94.68056614031887,0.5640985106793859,0.06289321231947,5.291502622129181,5.291502622129181,1,1,1.0,5.291502622129181,1,1,1,"contigs_cluasted136;size=1,contigs_cluasted494;size=1"
247,VC_303_0,5,1252.7866402446025,1124.0627080474824,0.5270786897557509,7.65989100667093e-08,2.449489742783178,5.0,10,10,1.0,3.9330494475556974,1,1,1,"Clostridium~phage~phiCD481-1,Clostridium~phage~phiCD506,Clostridium~phage~phiCDHM11,Clostridium~phage~phiCDHM13,Clostridium~phage~phiMMP04"
248,VC_305_0,2,5.343444683082379,27.47650732030327,0.16281086220147908,0.07051582026035821,8.888194417315589,8.888194417315589,1,1,1.0,8.888194417315589,1,1,1,"contigs_cluasted291;size=1,contigs_cluasted94;size=1"
249,VC_308_0,1,0,173.89941053092082,0.0,0.0,0,0,1,1,1,0,1,1,1,contigs_cluasted49;size=1
250,VC_308_1,1,0,206.18314860883612,0.0,0.0,0,0,1,1,1,0,1,1,1,contigs_cluasted76;size=1
251,VC_309_0,3,200.4962169920848,160.30035481350683,0.5557043294195112,0.003405958906133476,1.4142135623730951,1.7320508075688772,3,3,1.0,1.626105059170283,1,1,1,"Clostridium~phage~phiCP7R,Clostridium~phage~phiCPV4,Clostridium~phage~phiZP2"
252,VC_30_0,4,1145.9669915709394,423.19289703503847,0.7303060700774108,8.055160568855502e-05,1.0,4.123105625617661,6,6,1.0,3.166014828637513,1,1,1,"Burkholderia~virus~Bcep1,Burkholderia~virus~Bcep43,Burkholderia~virus~Bcep781,Burkholderia~virus~BcepNY3"
253,VC_311_0,5,3000.0,420.9085074947679,0.8769600220021635,4.44980233641733e-07,2.449489742783178,4.242640687119285,10,10,1.0,3.765437810258773,1,1,1,"Listeria~phage~LP-026,Listeria~phage~LP-037,Listeria~phage~LP-110,Listeria~phage~LP-114,Listeria~phage~P70"
254,VC_312_0,5,1021.026741866955,1373.1333309848435,0.4264655289530249,5.786067393802945e-08,3.1622776601683795,4.898979485566356,10,10,1.0,3.8297405888674105,1,1,1,"contigs_cluasted10000036;size=1,contigs_cluasted10000041;size=1,contigs_cluasted10000042;size=1,contigs_cluasted10000051;size=1,contigs_cluasted716;size=1"
255,VC_313_0,5,316.27907108353565,723.35093670059,0.30422272223332125,2.9339951271978864e-07,2.23606797749979,8.0,10,10,1.0,5.681560955981321,1,1,1,"contigs_cluasted1222;size=1,contigs_cluasted1833;size=1,contigs_cluasted3302;size=1,contigs_cluasted621;size=3,contigs_cluasted780;size=1"
256,VC_314_0,3,203.33288150261234,109.39719011361531,0.6501865345144549,0.002711675883596381,2.8284271247461903,3.605551275463989,3,3,1.0,3.25020106352186,1,1,1,"contigs_cluasted1085;size=1,contigs_cluasted763;size=1,contigs_cluasted988;size=1"
257,VC_316_0,3,126.48956766028726,245.86470748296338,0.3397022032622687,0.00900918257694407,5.744562646538029,7.211102550927978,3,3,1.0,6.290581660188541,1,1,1,"contigs_cluasted1326;size=1,contigs_cluasted2111;size=1,contigs_cluasted709;size=1"
258,VC_317_0,2,277.7876351636287,432.5341780500154,0.39107293341712185,0.04642500635077928,3.7416573867739413,3.7416573867739413,1,1,1.0,3.7416573867739413,1,1,1,"contigs_cluasted1000002;size=1,contigs_cluasted92;size=2"
259,VC_318_0,4,512.2645137089339,1425.4362203450796,0.26436719804362446,3.914520297047407e-05,3.4641016151377544,10.14889156509222,6,4,0.6666666666666666,7.607015512216509,1,1,1,"contigs_cluasted153;size=1,contigs_cluasted165;size=1,contigs_cluasted226;size=1,contigs_cluasted396;size=1"
260,VC_319_0,2,149.81301484662632,111.31506874474482,0.5737146797318924,0.05601966953747001,6.6332495807108,6.6332495807108,1,1,1.0,6.6332495807108,1,1,1,"contigs_cluasted229;size=1,contigs_cluasted81;size=1"
261,VC_31_0,3,115.89167946406934,129.25391521143112,0.47274632700406183,0.004069113666787959,2.8284271247461903,5.291502622129181,3,3,1.0,4.406316420156052,1,1,1,"contigs_cluasted1093;size=1,contigs_cluasted1613;size=1,contigs_cluasted896;size=1"
262,VC_320_0,2,33.324202007990976,22.436528363626213,0.5976285064040939,0.14442218317324246,4.898979485566356,4.898979485566356,1,1,1.0,4.898979485566356,1,1,1,"contigs_cluasted1083;size=1,contigs_cluasted366;size=1"
263,VC_321_0,3,58.997875274742114,132.25250694350092,0.30848500583605326,0.08366070915461077,3.1622776601683795,5.0,3,3,1.0,4.011753668791933,1,1,1,"contigs_cluasted100000157;size=1,contigs_cluasted2523;size=1,contigs_cluasted3239;size=1"
264,VC_323_0,2,7.627856780192193,51.2859355977872,0.12947488987389155,0.057436197680275775,5.830951894845301,5.830951894845301,1,1,1.0,5.830951894845301,1,1,1,"contigs_cluasted1536;size=1,contigs_cluasted831;size=1"
265,VC_327_0,2,20.52573745478714,73.5952454110282,0.21807823112142694,0.05880064749731326,4.242640687119285,4.242640687119285,1,1,1.0,4.242640687119285,1,1,1,"contigs_cluasted2691;size=1,contigs_cluasted764;size=1"
266,VC_328_0,4,844.0735017972739,14.30604019042513,0.9833336659477024,0.0006766271470939717,3.0,3.872983346207417,6,6,1.0,3.5693045515773805,1,1,1,"Clostridium~phage~phiCP13O,Clostridium~phage~phiCP26F,Clostridium~phage~phiCP34O,Clostridium~phage~phiCP39-O"
267,VC_32_0,2,66.30611238878429,204.26778056674243,0.2450573174836302,0.056406076291613316,5.0,5.0,1,1,1.0,5.0,1,1,1,"contigs_cluasted1230;size=1,contigs_cluasted594;size=2"
268,VC_330_0,5,401.47985044127205,331.8577778474811,0.5474693169340392,1.3802531355223454e-06,6.164414002968976,7.937253933193772,10,10,1.0,7.0637322401220715,1,1,1,"contigs_cluasted1152;size=1,contigs_cluasted273;size=1,contigs_cluasted285;size=1,contigs_cluasted507;size=1,contigs_cluasted544;size=1"
269,VC_331_0,2,60.24217212074679,129.43629982703263,0.3176015258986909,0.059147198048541225,7.14142842854285,7.14142842854285,1,1,1.0,7.14142842854285,1,1,1,"contigs_cluasted236;size=1,contigs_cluasted527;size=1"
270,VC_332_0,2,49.122621917215604,55.29334868534565,0.47045123110707987,0.08672085262959534,6.244997998398398,6.244997998398398,1,1,1.0,6.244997998398398,1,1,1,"contigs_cluasted1565;size=1,contigs_cluasted647;size=1"
